"seller_id","delivery_quality_orders","review_quality_orders","late_delivery_rate","avg_review_score"
bc302730ea8cf49b5c74f579febb5bbf,11,11,0.0909,3.82
"52562a9f449c3dc3d53f5f5b9ed74903",14,14,0.0000,4.79
"318f287a62ab7ac10b703ac37435a231",51,51,0.0980,3.92
"4978a02ea9c8be7a9b5480680f40334e",17,17,0.0000,3.53
"02c988090b766852e088c69d7fb3b551",12,12,0.0000,4.58
b55638ad525e906c698fa2ce742c1742,11,11,0.1818,4.18
"91f848e9f4be368f4318775aac733370",60,58,0.0167,4.40
"49067458c68f7701fd334ce326accbe0",15,15,0.0000,3.67
"516e7738bd8f735ac19a010ee5450d8d",72,72,0.0278,4.69
"7ff588a03c2aeae4fbd23f9ae64b760d",14,14,0.0000,4.64
f457c46070d02cadd8a68551231220dd,169,169,0.0651,4.08
"3b15288545f8928d3e65a8f949a28291",95,94,0.0737,4.16
cd3d09fbe6e3e9ff0c0ac0c300e93ae7,12,12,0.0833,4.17
"34056b8b55c1775a22af2331670a799c",77,77,0.1169,4.04
de0c78824586e9a5f5f04fd84e25df39,13,13,0.0000,4.92
b16d3dadc47d4eb18be3d88bad0775ce,10,10,0.0000,4.30
"70c27847eca8195c983ed7e798c56743",75,75,0.0667,4.27
ffad1e7127fb622cb64a900751590acd,10,10,0.0000,4.80
"916c9de0b5ad957346eeeb12f332687e",22,22,0.0000,4.55
"5bffbafbb22daf6d3bfc216a46db8708",21,21,0.0000,4.76
"7ea5bfa6c340f58f8e71fc1f0412b0d6",92,91,0.0652,4.32
d566c37fa119d5e66c4e9052e83ee4ea,64,63,0.0000,4.68
"1b938a7ec6ac5061a66a3766e0e75f90",28,28,0.0000,4.54
"17908cf9b444ee34047cadd5c0f4a516",11,11,0.0909,4.55
"3c7c4a49ec3c6550809089c6a2ca9370",135,135,0.0593,3.71
"6d66611d7c44cc30ce351abc49a68421",160,158,0.0563,3.97
"2be17df1c49978426251562096c3cc09",15,15,0.0667,4.20
"966cb4760537b1404caedd472cc610a5",66,66,0.0303,4.11
ef990a83bbea832f36ebe81376335aa8,40,40,0.2250,3.75
"7b07b3c7487f0ea825fc6df75abd658b",90,90,0.0444,4.41
bf00385a5f7fc1ef39a13c2e9ee50a5f,28,28,0.0000,4.43
"960945e1a9535cbc0cd6ddd35fbe7ae8",27,27,0.0000,4.63
e6a69c4a27dfdd98ffe5aa757ad744bc,20,20,0.0000,4.45
c3e1abd72a42fe690fcd89cf5720fe29,13,13,0.0000,4.46
"54c04bdb5ec46762f8f08c7e8f86ed4a",17,17,0.1176,4.29
"376a891762bbdecbc02b4b6adec3fdda",57,57,0.0351,4.67
d06d019f72a04e5497a0b64190af170c,17,17,0.0000,4.53
"93dc87703c046b603023e75222018b45",32,30,0.0938,4.17
b4ffb71f0cb1b1c3d63fad021ecf93e1,139,139,0.0216,4.28
"2a261b5b644fa05f4f2700eb93544f2c",46,46,0.1739,4.00
ca4b77513ac2040591b0d8fae6958380,14,14,0.1429,4.50
"2953ce3a88f5e3c3b696d77fc9e4c8eb",14,14,0.0714,4.64
"8cc6a0e5738e61a87b03c78b2ba9db4b",23,23,0.0870,4.48
"4c03b9dd4c11ee2cb35c96c49efc9420",47,46,0.0213,4.17
e333046ce6517bd8bb510291d44f0130,66,66,0.0455,4.41
f3da5b2ff499efb8d4a6d371d175d7dd,75,74,0.1200,3.91
fde0cc9ea29c8ccfc0a2c22256a58c71,35,35,0.0286,4.49
caa9bc43a9fe8cf9c564ddd8a03cc4a6,13,12,0.0000,4.67
d98eec89afa3380e14463da2aabaea72,164,163,0.0244,4.41
"41c2bad7229b0c25e6becf179ebf63ff",20,20,0.0000,4.95
"5f1dc28029d2c244352a68107ec2b542",60,59,0.0167,4.47
"89f69225956f951295ca4c7fb1266553",11,11,0.0000,4.27
"8e6d7754bc7e0f22c96d255ebda59eba",77,77,0.1429,3.66
f918546be4bec7104d117789ba758b2b,20,20,0.1500,3.85
cab85505710c7cb9b720bceb52b01cee,199,198,0.0201,4.35
beadbee30901a7f61d031b6b686095ad,63,63,0.2381,3.94
"5343d0649eca2a983820bfe93fc4d17e",61,60,0.1148,4.17
"48436dade18ac8b2bce089ec2a041202",132,132,0.0758,4.14
dd2bdf855a9172734fbc3744021ae9b9,105,101,0.0571,3.87
"0d33a55da925bbf1ff02af5f6059fc7f",20,20,0.0500,4.40
"2a7dc43cecabf23403078e2188437d1d",50,50,0.0600,4.18
"897060da8b9a21f655304d50fd935913",298,295,0.1074,3.74
af3ef48d0e13835e529c29ac573c63e5,21,21,0.0476,3.76
"9646c3513289980f17226a2fc4720dbd",69,69,0.0290,4.45
"620c87c171fb2a6dd6e8bb4dec959fc6",717,711,0.0879,4.32
ea00f977a203ff88adf7057cb7806998,18,18,0.0556,4.28
"09f952a5f58d2285b0372551ae8f9b01",44,44,0.0682,4.07
"38e679b9e0064cd94c6f035707344dae",27,26,0.0370,4.12
f61c63d13f7cd800549d5acdd390ae72,26,26,0.0769,4.00
ed4311e67debd72b8610a5347a743087,25,24,0.0400,4.63
"87d3c3aeb3ead335511b3ce315eb341e",15,14,0.0667,3.50
"59417c56835dd8e2e72f91f809cd4092",18,18,0.0000,4.28
"17a053fcb14bd219540cbde0df490be0",122,120,0.0574,4.31
f181738b150df1f37cb0bd72e705b193,35,35,0.0857,4.46
"7a241947449cc45dbfda4f9d0798d9d0",55,54,0.0727,4.13
ac3508719a1d8f5b7614b798f70af136,99,98,0.0202,4.63
"85d9eb9ddc5d00ca9336a2219c97bb13",497,494,0.0221,4.23
"715bbd5ba4e6b74cb0d2f29eb45058b0",60,60,0.0833,4.45
"14d7985702e72162bbf13b6beb74ab2b",36,36,0.1111,4.36
ba5daa4041e1f15cdf34b76e3e18a450,15,15,0.0000,4.27
"57c764b4a836300be881e2ff86e449f9",27,26,0.1481,4.35
bbf9ad41dca6603e614efcdad7aab8c4,14,14,0.0000,4.50
e8b3a3a38279a82f0e5d006d5e5b7d2c,79,79,0.0380,4.05
"10076e5788b8ee532724bcd460baf762",22,22,0.0455,4.59
a6fe7de3d16f6149ffe280349a8535a0,50,49,0.1200,4.04
"5a05a16bb50629ee31afab8a6d4c2674",14,14,0.0000,4.21
ad781527c93d00d89a11eecd9dcad7c1,33,33,0.3636,3.36
f08a5b9dd6767129688d001acafc21e5,11,11,0.0000,4.27
"1838dd9b8977065acf51d95e0053ea7a",62,62,0.0323,4.37
c679fb69a36e1d8349e8c50a217b4d58,12,11,0.0833,4.36
"2a61c271b1ac763450d846849783e922",17,17,0.1765,4.12
ef0ace09169ac090589d85746e3e036f,125,125,0.0800,4.42
d51e0a403fe2e689ece6c73359d96e12,18,18,0.1111,4.22
abe42c5d03695b4257b5c6cbf4e6784e,49,48,0.1633,3.96
"238fac594e170b59c6d228f5a4f4f1d9",28,27,0.1071,4.11
"95e03ca3d4146e4011985981aeb959b9",168,166,0.0357,4.07
"37515688008a7a40ac93e3b2e4ab203f",221,219,0.0814,4.13
e0a366315b1b726b6c7832d664c0f530,42,42,0.0238,4.38
"66dc1b1632bd6a3e508510c5b3492107",35,35,0.0286,3.69
"6ec1a01e866584bb679eb9b098345919",29,28,0.2069,4.25
e26901d5ab434ce92fd9b5c256820a4e,196,196,0.0153,4.20
"7dc8c42cc750eeafea6c85712ffee9bf",40,40,0.0500,4.28
"921323538c9f1c4e816f2720eac02bea",15,15,0.2000,3.93
"65b081a070633e057c462abdd6fb9dd8",19,19,0.0000,4.32
a3a38f4affed601eb87a97788c949667,246,244,0.0447,4.44
"2709af9587499e95e803a6498a5a56e9",24,23,0.1250,3.91
"835f0f7810c76831d6c7d24c7a646d4d",40,40,0.2750,3.48
bce6a5ecf98e99fd2a8868b15c51f04b,14,14,0.1429,4.07
"67883baaae6134ee81b271a542613728",19,19,0.0526,4.11
a420f60ff1aa9acc80d0e42959f2b313,66,64,0.0758,4.00
"6c12e40690c335dbc2f68a4134d30dc1",16,14,0.0000,4.07
f00e21b1e91a79653163b7fd8f293ff1,31,30,0.0323,4.10
"0176f73cc1195f367f7b32db1e5b3aa8",35,35,0.1143,4.17
a938325a4b357fd23a6a4d5bb126408e,23,23,0.0435,3.96
"9f50216bfd01913736a55a11b55ea842",16,16,0.1250,4.44
"729f06993dac8e860d4f02d7088ca48a",91,90,0.0989,4.23
"7ad32824caee82087b3e2e5f33b1bf32",140,137,0.1357,3.93
"70eea00b476a314817cefde4aad4f89a",104,103,0.0673,4.41
bd0389da23d89b726abf911cccc54596,86,86,0.0698,4.21
"725c32fa80c2faacc4fc88450d27314e",88,86,0.0114,4.52
a888faf2d1baececa6baf9c3d603ee1f,53,53,0.0943,4.09
cfb1a033743668a192316f3c6d1d2671,128,127,0.1016,4.24
b76dba6c951ab00dc4edf0a1aa88037e,157,155,0.0318,4.22
b1a81260566c1bac3114a6d124413f27,49,49,0.0000,4.31
fa1a9dec3a9940c072684a46728bf1fc,51,51,0.0000,4.24
"634964b17796e64304cadf1ad3050fb7",257,257,0.0973,4.12
"9a84ba99f5367fdbd4598363496f1ea2",15,15,0.0000,3.80
d2374cbcbb3ca4ab1086534108cc3ab7,489,485,0.0552,3.86
d1ef48b38baca7e831711c4a0aeb398f,27,27,0.0741,4.56
"6aa3928696eab49a19a466e665a649fd",16,16,0.0625,4.69
"94144541854e298c2d976cb893b81343",68,67,0.0441,4.25
"058fd0aa2bfdb2274e05e1ae971dabb6",59,59,0.0678,4.44
"381c83fdca332ea6afd896da20bf6e4a",46,46,0.0217,4.39
b33e7c55446eabf8fe1a42d037ac7d6d,146,146,0.1164,4.22
"5670f4db5b62c43d542e1b2d56b0cf7c",21,21,0.0476,4.38
"681fce914360217db47784ae28905a96",19,18,0.1579,4.33
b499c00f28f4b7069ff6550af8c1348a,141,141,0.1348,4.26
e89c4adbe7b1d0819dbb636e16461cf1,24,24,0.1250,3.83
df560393f3a51e74553ab94004ba5c87,26,26,0.0769,3.88
"42ef3192a9ff87a22d1867b74b3ee205",23,23,0.0000,4.65
"5f3ae9136c875522250f8184f253413a",42,42,0.0476,4.64
b2ac621f0d0322434d04a12b078b9369,29,29,0.1034,4.41
"4aba391bc3b88717ce08eb11e44937b2",26,26,0.1538,3.96
"00720abe85ba0859807595bbf045a33b",12,12,0.1667,3.67
cbf09e831b0c11f6f23ffb51004db972,10,10,0.0000,4.40
aac29b1b99776be73c3049939652091d,92,91,0.0978,4.16
"25e6ffe976bd75618accfe16cefcbd0d",103,103,0.0291,4.51
fc906263ca5083d09dce42fe02247800,111,111,0.0000,4.41
"7e1fb0a3ebfb01ffb3a7dae98bf3238d",154,152,0.1169,4.18
"128639473a139ac0f3e5f5ade55873a5",520,514,0.0423,4.23
f97e2b0650c2068227e1d366140eb62f,16,15,0.0625,4.00
"21e83881401b92b49fb09a16d3852291",12,12,0.0000,4.83
"08084d990eb3f53af056ccbc1730c8a7",11,10,0.0000,4.40
"2e1c9f22be269ef4643f826c9e650a52",159,158,0.0629,4.28
"7586919161935337bf6b6d7ff5779648",11,11,0.1818,3.82
"382229d1e840115ffe3dbf5ff460e417",44,44,0.0682,4.25
d20b021d3efdf267a402c402a48ea64b,73,72,0.1918,3.88
dbc22125167c298ef99da25668e1011f,383,382,0.0261,4.35
bc2ac6b95e1accce9858528ee566c17e,18,18,0.0000,4.56
"817f85dbb65aa3e70831d90fe75cdf89",11,11,0.0000,4.55
"33576ec5412fb5905d876f12f33bfde6",31,31,0.0323,4.10
"0c7533c71df861ec58ad7ff999ed0e8d",58,58,0.0517,4.21
eeb6de78f79159600292e314a77cbd18,82,82,0.0366,4.44
f125f3a310c2e5f822d116147de1e474,16,16,0.1250,4.19
b6e1504972665f739dec4facb9943775,14,14,0.0714,4.36
"36890be00bbfc1cdb9a4a38a6af05a69",13,13,0.1538,4.23
"985c92cc412091f8529c12d7f23d3fef",12,12,0.0000,4.75
c9a06ece156bb057372c68718ec8909b,11,11,0.0000,3.36
"001cca7ae9ae17fb1caed9dfb1094831",194,191,0.0619,4.08
d6ab728cf30867cf3f1a2e216ae2f9b7,12,12,0.0000,4.42
"63ffcb71394dd8ea3872ed9ffda17c74",17,17,0.0588,3.18
"9dd59e43f0c9f0553244e8f9c2fb247e",10,10,0.1000,4.80
ffdd9f82b9a447f6f8d4b91554cc7dd3,18,18,0.0000,4.33
"5160d23075764e18e07c1f4a87fad743",30,30,0.0000,4.57
bf84056e679dbe9c69929847a40e338f,35,35,0.0571,3.77
"980640c45d7a4635885491d077167e4d",14,14,0.0714,4.64
"994f04b3718c2bab35c2adfa8afecd2a",46,46,0.0652,4.37
"01fdefa7697d26ad920e9e0346d4bd1b",127,126,0.0551,4.37
"2aa3443d7bf9d9bb11133f420d75e083",10,10,0.2000,3.00
ccf8813e5a7d6c84d865cd38bfc2b130,24,24,0.0417,4.67
edf96ef93ed595084bbcbd9224bd2894,25,25,0.0800,3.88
"0bae85eb84b9fb3bd773911e89288d54",130,130,0.0077,4.32
"5b581417df4480f632484ba681e53944",11,11,0.1818,3.73
c12b92bf1c350f3e6bf88d3596219c86,16,16,0.0625,3.81
"08633c14ef2db992c11f840f04fad4cd",71,71,0.0563,4.39
"37be5a7c751166fbc5f8ccba4119e043",269,266,0.0260,4.32
"3969863bb8af7f72580b3b1ffd3a17b3",10,10,0.0000,4.30
"7202e2ba20579a9bd1acb29e61fe71f6",51,50,0.0392,3.98
"7f2617c58d5d06806987308b45654351",22,22,0.0909,3.82
ce616e1913288884e7742faac9d981db,13,13,0.0769,4.54
e99e927c81e3f51739c94fcdfca9f10f,19,19,0.0526,3.89
ade45994b717ccee333492330fbf037b,10,10,0.0000,4.50
"41b86b552e54e3a7009596125aa8b167",10,10,0.0000,4.30
f4db9b37944bcb8873e6b456ee190bbf,21,21,0.0952,4.57
"718539d38d07dd351c76db862760e2e2",34,34,0.0000,4.62
"3b872fd4747f01cc56206f2934198618",25,25,0.1600,3.88
"014c0679dd340a0e338872e7ec85666a",14,14,0.1429,3.86
d97df38225e5abadaff1e72cb72b823c,27,26,0.1481,4.04
"18a349e75d307f4b4cc646a691ed4216",107,106,0.0561,3.65
"83e197e95a1bbabc8c75e883ed016c47",46,46,0.0217,4.80
"834f8533b2ecb6598dd004ff3de7203a",40,40,0.1500,3.93
f7496d659ca9fdaf323c0aae84176632,24,24,0.0417,4.54
"86ccac0b835037332a596a33b6949ee1",169,169,0.0237,4.28
"4e06067cc08b3f41d837768d392c3ee3",30,30,0.0333,4.20
"8d956fec2e4337affcb520f56fd8cbfd",208,208,0.0625,4.24
f0e103c63864d5405b958d984b6e94c9,11,11,0.0000,4.73
"02f5837340d7eb4f653d676c7256523a",30,30,0.0333,4.83
"15aac934c58d886785ac1b17953ea898",25,25,0.1200,4.24
ffc470761de7d0232558ba5e786e57b7,27,27,0.0370,4.44
b372ee768ed69e46ca8cdbd267aa7a38,63,63,0.0000,4.44
"33a17d60c64393351ebf1ef860f4e0f2",42,42,0.0238,4.64
e9779976487b77c6d4ac45f75ec7afe9,631,628,0.0618,4.29
ce7d1888639e6fb06b2749cbfdac1ff7,73,73,0.0959,4.32
"1c129092bf23f28a5930387c980c0dfc",185,184,0.0486,4.36
"1a932caad4f9d804097d7f8e615baed1",20,20,0.1500,3.90
"0725b8c0f3f906e58f70cbe76b7c748c",15,15,0.2667,3.83
"2eb70248d66e0e3ef83659f71b244378",185,182,0.1135,2.78
"1c68394e931a64f90ea236c5ea590300",132,132,0.0379,4.00
"7d456afc660226829370f3173d14520c",50,50,0.0400,4.42
"6b536a23086fba0d58c08d68814397f6",18,18,0.0556,4.11
efcd8d2104f1a05d028af7bad20d974b,40,40,0.0250,4.43
"1b8b75e227c9a9c100d0c210fb6176ce",15,15,0.0667,3.93
"5bc55dbe2f12b6af6d83ed46023e0dc8",14,14,0.2857,2.50
"0b35c634521043bf4b47e21547b99ab5",43,42,0.1860,3.48
"4371b634e0efc0e22b09b52907d9d469",98,97,0.0714,4.54
a23266650e7c84bb93fbbba502137478,11,11,0.0000,3.82
"1fdc574883ef3b33ad41562d93f3a74a",18,18,0.0556,4.44
"79ed755314cfe6df0daef2c6cd3022cd",23,22,0.0000,4.73
"430315b7bb4b6e4b3c978f9dfa9b0558",19,19,0.0526,3.95
"8b2492b7ff4468839593fafeed55bad9",29,29,0.0690,4.17
"9bcdfa7b615b3abb9461d9e3ad9886ae",14,14,0.0714,4.43
"5b8154610ebb21fb90eb587365e673df",37,37,0.1081,4.16
c35672b10ad50968f567ea3f4b91e877,18,18,0.0556,4.50
"6f83d9e4da896daae20b9b6b2d3ff8d2",10,10,0.0000,4.70
a2b5b6105ea5942300631d2e76f4ffe0,16,16,0.0625,4.75
"7c1fea10b5b006671d608b1d7c446ec4",12,12,0.0833,4.00
"3c487ae8f8d7542beff5788e2e0aea83",30,30,0.0333,4.20
"0be8ff43f22e456b4e0371b2245e4d01",150,150,0.0667,4.09
e62b2d6ac10570a035a30bafcf01d263,60,57,0.1167,4.00
dd533b429f380718b70ad9922c294bae,36,36,0.1111,4.03
"04aba03279157f6d4e0fe8ccaf21963c",15,15,0.0667,4.53
"7a425d299613df3e613bcf9d2eaf5c49",18,18,0.0556,4.11
"0cbcee27c791afa0cdcb08587a2013a8",37,37,0.1081,4.00
bb7a14e229b1c95156719c3d9552eeee,10,10,0.1000,4.50
"31da954dc0855f2495c6310f70a2f931",28,28,0.0714,4.32
"52f9db5cfb423382a2fa5c9e39303202",21,21,0.0000,4.29
"1f1bb1f0859883505541bdd6606193e5",27,27,0.1111,4.33
"4e17c65a516f69d023a2ae78b84f28d6",61,61,0.0492,4.23
"6d988d6174a2c27441597174f8905515",18,18,0.1111,4.06
f7ccf836d21b2fb1de37564105216cc1,66,64,0.0758,3.88
cda598c48d7c614bc1cad7d8ff6f0010,16,16,0.0000,4.13
"870d0118f7a9d85960f29ad89d5d989a",43,43,0.0465,4.09
"9d681c7e12db302cb261e721040dde65",13,13,0.0000,4.92
"66e0557ecc2b4dbea057e93f215f68d8",30,30,0.2000,4.03
"9674754b5a0cb32b638cec001178f799",83,83,0.0241,4.13
"2528513dd95219a6013d4d05176e391a",147,144,0.0408,4.14
d94a40fd42351c259927028d163af842,93,92,0.0323,4.33
"5a425cc503b39b262a847fd6212bf53b",14,13,0.0714,4.46
"31ae0774c17fabd06ff707cc5bde005f",11,11,0.0909,4.00
"66fd84ee7528c0c0de85d0f44a73d5ab",11,11,0.0909,3.36
"5c243662ce92d84573bfaff24c3e3700",98,97,0.0102,4.14
"41ab63a91b8b264e8c8780368bf1dd5b",11,11,0.0000,4.55
acb6c2ca5c82411c1fdb88d5fd5eb95e,10,10,0.0000,3.90
"272f092de69afedd4d2969440b37f18f",24,23,0.0000,3.93
"1f9ab4708f3056ede07124aad39a2554",75,74,0.0533,4.14
b1fc4f64df5a0e8b6913ab38803c57a9,99,97,0.1212,3.98
"26e2c91ef821e1ff8985f408788fe35b",12,12,0.4167,3.00
cea729054f157f5870bdd321a958d994,21,21,0.0476,4.14
bfd27a966d91cfaafdb25d076585f0da,114,113,0.0526,4.32
ccc4bbb5f32a6ab2b7066a4130f114e3,181,180,0.0663,4.36
"4a1f694197d05fe70026b016a7316b41",13,13,0.0769,4.54
"9596c870880d900012f2e8e6e30d06d7",21,21,0.0476,4.29
fa40cc5b934574b62717c68f3d678b6d,299,298,0.0535,4.48
c6bda72e4dbf5c5866b13cb1810c6d03,55,55,0.0364,4.54
a8739afb32aaa45e01815ca76f76f54b,13,13,0.0000,3.77
"06bb3a2fe5e7b7a845b13e8fb91bd944",17,17,0.0000,4.59
bf100ecb7997df312b285358fb32f92c,20,18,0.0000,4.44
"048c2757535328e0d7dac690ad3c0aae",50,49,0.1200,4.24
"3a734b715d333a2588a3d54a0c9b8746",14,14,0.0714,4.64
ecccfa2bb93b34a3bf033cc5d1dcdc69,12,12,0.1667,2.83
"04aa0a1c5ce6b222003403a3e11c3cc0",11,11,0.1818,4.09
"23d7c96d4a1160db1c726b248601b25a",50,48,0.1000,3.93
"3dbbce181edfaa4a597ec858c382d2ec",17,17,0.0588,4.24
"7a2d2949aea47fab95fd98d6c9f618b1",11,11,0.0000,4.27
"1354d51653f645349064725ed204e85e",18,18,0.0000,3.89
"977f9f63dd360c2a32ece2f93ad6d306",17,17,0.1176,4.24
"59b22a78efb79a4797979612b885db36",123,122,0.1138,4.00
"8444e55c1f13cd5c179851e5ca5ebd00",90,90,0.0667,3.37
"04308b1ee57b6625f47df1d56f00eedf",92,92,0.0761,3.95
"0ebd97a106433a45a4aebe57c1799778",28,28,0.0000,4.75
"512d298ac2a96d1931b6bd30aa21f61d",10,10,0.0000,4.60
ec80e49e69745ab6c14f984bf2149423,12,11,0.0833,4.00
d4e4b5192cba4e0e66eb12a9d347239d,11,11,0.0000,4.45
f80edd2c5aaa505cc4b0a3b219abf4b8,110,109,0.0545,4.25
"7ecd59e5e20407131822c1a68ac59c1f",24,24,0.1250,4.42
f63d8f293af3a6454377546bd9dd19ff,17,17,0.0588,4.47
"2c4c47cb51acd5ea5db5e0ae0e26542a",11,11,0.0000,4.64
"9de4643a8dbde634fe55621059d92273",71,71,0.0282,4.56
"2a6fbeaa7ab9e5d59a35841a8da71ce4",28,27,0.0714,4.15
"0ea22c1cfbdc755f86b9b54b39c16043",219,216,0.0091,4.50
"670c26e0f1bf8d0576271d5cfaec6d2b",76,76,0.0526,4.36
f84fa566034f5e8e880a07ec624c56af,89,89,0.1011,4.25
"2646baaf662d4d92ac48f047e35db92d",15,15,0.0667,4.47
cfd7ddab722b902f7ac5b5f3ba6d723d,12,12,0.0000,4.75
"2059c39f76271d4ca3f15b5ffaccc8b8",12,12,0.0000,4.50
cee48807215b30a12ca2ca10ffb5f250,38,38,0.1316,3.82
b83cedfb587e7911540e3f576d6917ce,23,23,0.0435,4.17
f789d2c4f2c2eb38fc4373e7a4b35264,39,39,0.0513,4.31
"8ab42aa58097fd4668d60cc648225d5f",19,19,0.0000,4.37
d5ba419e26d246a0719437cf37d9b46d,32,31,0.0938,4.10
"6426d21aca402a131fc0a5d0960a3c90",23,23,0.0000,4.17
"4917cee8d902e13428c3ec4b1ca6f315",31,31,0.0323,4.16
b90e891671cffd9557f33a97dc523645,33,33,0.0000,4.30
"92eb0f42c21942b6552362b9b114707d",328,326,0.0488,4.04
"8a2d12a90e92f012ce5226fc6592b653",17,17,0.0000,4.59
a2e874074c877c5a05abae80ad6e488f,40,40,0.0500,4.25
"643214e62b870443ccbe55ab29a4dccf",65,65,0.1077,4.40
"6b333a05bf188ef3e1f1662a86bd9855",12,12,0.0833,4.33
"612170e34b97004b3ba37eae81836b4c",106,106,0.0094,4.43
b74d1c09cb380e1d03a6f859c6f4224b,27,27,0.1481,4.26
ea566164622c6b439516ab18062c42cd,50,50,0.1800,3.78
"7d13fca15225358621be4086e1eb0964",548,545,0.1168,4.08
"13074f016982ff2bd6c58ced8682f000",13,13,0.2308,4.15
"5debea795b07621e1f90532e18f96145",25,25,0.0000,4.36
"5a6a02f419701fc8c605af71d4fc57a4",10,10,0.1000,4.80
"8f2ce03f928b567e3d56181ae20ae952",151,150,0.1258,4.15
"6e386f64c84e482f0b9abf960797ee1b",29,28,0.0690,4.61
"8629c241b3622ac12cd4118afdc8d394",13,13,0.0769,4.08
"9f505651f4a6abe901a56cdc21508025",390,387,0.0410,4.38
"3481aa57cd91f9f9d3fa1fa12d9a3bf7",24,24,0.0000,3.83
"6039e27294dc75811c0d8a39069f52c0",62,62,0.1774,3.74
f8201cab383e484733266d1906e2fdfa,10,10,0.1000,4.10
"6b243f80ed07b10f0e8aa0f21a205f3c",77,77,0.0390,4.25
"8603f0038fe0e52fedd3382d266723de",10,10,0.0000,4.40
"13d058e4eeac2ce8217660b2f8a05812",22,22,0.0909,4.18
"596849622429351f47b32e6cae1055ff",11,10,0.0000,4.60
"7c5b05cbdb5542049f38d90d7815b97d",21,21,0.0476,4.52
"0885aaf116795758dfeb5f1032487bcd",23,23,0.0000,4.61
b56906f7fd1696e043f1bcce164c487b,39,39,0.0513,4.05
"0747d5bb69f0586cc869d8af4c50f93e",12,12,0.0833,3.75
eb4df17aed01d918c65f0f8d650900c0,11,11,0.2727,3.91
"431af27f296bc6519d890aa5a05fdb11",114,113,0.1404,3.84
d101c6da914ae3d53f7bee42283f2fe2,13,13,0.0769,3.62
"77e4abfd739aed9c46480f90f81c0eb4",17,17,0.0000,4.76
e5a3438891c0bfdb9394643f95273d8e,213,212,0.1596,4.02
"863d2ebcd347ce4922de7a0f9a5581d6",17,17,0.1176,4.06
"099095b050cfe8eb1ddff5317587e96e",16,16,0.1875,3.38
"2c9e548be18521d1c43cde1c582c6de8",123,121,0.1545,4.12
"6f892e20a171e98efe17fdb971ff319b",41,40,0.0976,4.15
ad420dd0c4f92f8af951ac24b86d0cf5,42,40,0.0714,4.13
"9dda5bbacd45e18d6485fee649205d09",17,17,0.0588,4.35
"066a6914e1ebf3ea95a216c73a986b91",64,64,0.0313,4.14
"989becdce12ebc39863c2bceab6f3ca1",15,15,0.0667,4.80
f62d7bb4a613ec758a03342d46b580b2,32,32,0.0938,4.38
acce39e832338debb07b02385cde5967,43,43,0.0000,4.53
ef2fbc2b607d8492bcffe657a4645434,17,17,0.1176,4.12
"6a0cbc8af2e8abd1bdfb777943d174c6",34,33,0.0882,4.03
f1fd5ab1181f827ffad998c1a5de7d74,15,15,0.0000,4.67
"81336a0f57a33776419727a300249e90",15,15,0.1333,4.07
"98dac6635aee4995d501a3972e047414",82,81,0.0488,4.15
"25c5c91f63607446a97b143d2d535d31",147,146,0.0748,3.93
"4bf2f4ee540798a61f9636d12cd9cc80",29,29,0.0000,4.14
"28f10b1c5e5abb9d4857745bede6147c",28,28,0.1429,4.00
"05d2173d43ea568aa0540eba70d2ca76",62,60,0.0484,4.18
a13580f0e8f782b7a543885a0ef99f08,10,10,0.2000,4.40
"0ff83046c3fa22efee8ecf291888b191",10,10,0.0000,4.80
e1dc0754bada9ee4cfe9713f22f61292,12,12,0.0000,3.83
d354c38a7182125a748cb10474fe963b,17,16,0.0588,4.38
bb135baca94c82fcb731335ad5b04a03,16,16,0.0000,3.13
"218f991754f360af9c2daa5e0b8e990c",14,14,0.1429,3.64
"54065e9aef7e9e9c2dc23b7594db021a",12,12,0.0000,4.33
e9c6969d40e6a3d2d0f90013165c2b98,10,10,0.0000,4.40
f4a04f7be452aa3bb31760bf00055dd0,18,18,0.0000,4.67
"65febd49fd28ec955651299159b1f527",33,33,0.0000,4.45
"06a2c3af7b3aee5d69171b0e14f0ee87",388,384,0.1907,4.02
b2479f944e1b90cf8a5de1bbfde284d6,98,97,0.1224,3.48
a44fb5a447105f8469bdf16bf9159f25,19,19,0.2105,4.05
"7fc87cc3e89b3d1d5cabdca32f8485aa",14,14,0.2143,3.57
b080809eaacb49e5ca07290981472431,11,11,0.0000,4.82
"768de2a4fc06aacecb9a586ccc30746a",13,13,0.0000,4.38
"81a1104df0f08b59c68aa5b03cfe398e",72,70,0.0417,4.31
bc07d855eac23aab5ac8a120f21d16b2,11,11,0.1818,4.45
"96804ea39d96eb908e7c3afdb671bb9e",36,36,0.0278,4.22
e81e1f9c3e762e620f3fb60a51499e16,17,16,0.0588,4.00
da8622b14eb17ae2831f4ac5b9dab84a,1272,1267,0.0668,4.22
"8a130737016f838139d31878787a39c9",56,56,0.0714,4.45
"3c03b12bab54d8b37d79d914bfdb1aa0",36,35,0.1667,3.80
"9906e7aa42a3c067b7c9a564d01c4320",11,11,0.1818,4.55
e8f6dc8e6a1dcde89d20e3995c8d90b3,33,33,0.0909,4.00
"270297ead4c65a6cd2593960d2af6b21",16,16,0.0000,3.94
"562fc2f2c2863ab7e79a9e4388a58a14",248,246,0.0323,4.26
"8160255418d5aaa7dbdc9f4c64ebda44",355,351,0.1437,4.03
